"pid","assessed_value"
2113,200081.197454068
2114,370507.504164726
2115,377128.215602836
2116,453861.36358769
2117,168635.756700328
2118,340746.72512891
2119,367613.328282657
2120,342849.471882601
2121,246165.589892395
2122,308242.793880854
2123,368011.004872485
2124,162817.850775952
2125,68133.0154561739
2126,334827.473686406
2127,224409.700865926
2128,363520.659078175
2129,462467.79388665
2130,265834.171311903
2131,350972.65426013
2132,238314.50389507
2133,317659.573034499
2134,74113.6230875446
2135,78374.8740779012
2136,536225.801641207
2137,233954.466814893
2138,256483.729615798
2139,601028.666347106
2140,340753.12658808
2141,85769.8369797873
2142,278422.127627512
2143,91240.4948005984
2144,101981.41003911
2145,441742.377039901
2146,653406.672228447
2147,205312.068500893
2148,108111.336887676
2149,244491.856666767
2150,175097.482499099
2151,399810.95526263
2152,47341.2887290462
2153,249685.079792566
2154,307643.760444318
2155,132616.370371298
2156,597971.058215485
2157,475730.805256589
2158,389236.393077884
2159,560928.731916222
2160,231018.282557977
2161,402591.583955257
2162,153009.596992763
2163,949974.615584737
2164,407948.716098692
2165,437471.451670734
2166,321581.799156493
2167,670250.769528283
2168,35176.1624657206
2169,220637.548447426
2170,464180.497659103
2171,90001.6149791165
2172,148307.445762367
2173,225486.949802758
2174,210891.299484445
2175,521089.227148808
2176,113143.248723413
2177,102173.921424518
2178,196023.335181674
2179,355982.59137862
2180,188023.334804487
2181,53726.8551765945
2182,96233.0237615201
2183,114001.907796975
2184,320954.620916215
2185,261594.929745062
2186,350288.875912854
2187,66104.4203300322
2188,118054.361902775
2189,336359.743486974
2190,223108.488954705
2191,146080.108344341
2192,272347.241050966
2193,537984.862473644
2194,557623.257393567
2195,689553.294367765
2196,73941.0335325919
2197,209767.022180228
2198,289435.923408856
2199,175659.304392404
2200,198991.053409361
2201,51525.6989016076
2202,1121044.3884774
2203,137934.054562561
2204,222269.748256371
2205,86016.5556634264
2206,159114.69441732
2207,387661.675018478
2208,268785.35612342
2209,118897.775432511
2210,302031.259505329
2211,550321.731201516
2212,222487.966548903
2213,687071.910392188
2214,178903.434920748
2215,112755.106620761
2216,433097.183573541
2217,350564.835163788
2218,242793.376924766
2219,226391.870647433
2220,137751.1114944
2221,287337.200578364
2222,314122.663237303
2223,322190.853953744
2224,418268.522990548
2225,189578.770097805
2226,829436.665221128
2227,238625.905298196
2228,224852.260196461
2229,513248.942690234
2230,379094.32472995
2231,205077.272268451
2232,299867.538993444
2233,256719.776983466
2234,234285.327326309
2235,824813.496101446
2236,118572.461156943
2237,679113.731789677
2238,189309.177661309
2239,327924.787982081
2240,209730.199666241
2241,216682.978346909
2242,679679.306784992
2243,332703.717059412
2244,306216.080747727
2245,618165.562547285
2246,294223.857507545
2247,140558.184969804
2248,258309.525147749
2249,79320.3812664303
2250,189474.940610354
2251,312424.687169484
2252,137139.499603137
2253,52489.2492475752
2254,254539.185436411
2255,198614.95411341
2256,72377.0109334767
2257,96737.3220994433
2258,636651.01263646
2259,583966.118650341
2260,177186.811901044
2261,112240.46228479
2262,171629.32613613
2263,99289.178340748
2264,335342.616192636
2265,353437.151997531
2266,417971.646997014
2267,291931.796957299
2268,381375.658701502
2269,89238.4183026442
2270,215521.384227277
2271,120873.272883095
2272,943128.841399735
2273,484132.296501606
2274,245169.04241604
2275,684819.869113895
2276,69959.5979344429
2277,131775.63821822
2278,268977.571463222
2279,308262.649585401
2280,222447.797968621
2281,460163.664195862
2282,340357.787455715
2283,101236.302642182
2284,377163.589920362
2285,698265.005877969
2286,38379.7294816018
2287,304043.747545354
2288,184510.859944267
2289,187534.747870649
2290,420744.342524765
2291,23654.7800796971
2292,337114.416183474
2293,724213.134510219
2294,486815.632464201
2295,385918.727303135
2296,167173.085687279
2297,216481.561005715
2298,152173.758660684
2299,656636.30327893
2300,300431.5911968
2301,940680.487826917
2302,284119.624732737
2303,297690.460843513
2304,460603.510107904
2305,491893.385095177
2306,52796.3179009381
2307,458802.281194217
2308,773119.271977472
2309,115497.274551381
2310,326854.59232825
2311,132325.621889033
2312,169758.928843311
2313,171527.225569979
2314,258616.918655404
2315,94806.7744141684
2316,343553.959872013
2317,371304.429266327
2318,266169.277685854
2319,443184.662647818
2320,111245.767039423
2321,276040.232029396
2322,397554.357525654
2323,316790.132245272
2324,163460.097057312
2325,188414.128221778
2326,509011.667063102
2327,504795.074791872
2328,119131.939482789
2329,273404.948542632
2330,279073.550619229
2331,206922.546612931
2332,280496.440115409
2333,438071.914388882
2334,281795.163654781
2335,600810.745328663
2336,214581.101495962
2337,435890.521719893
2338,248286.325157047
2339,254581.217100575
2340,208280.880484513
2341,222340.502391528
2342,593310.060571371
2343,345199.939395689
2344,304370.864475891
2345,52953.9067656821
2346,53623.8297776387
2347,550990.085367942
2348,233334.959040448
2349,431800.140130368
2350,228904.934854822
2351,322642.949384692
2352,243982.595947789
2353,66538.6065138507
2354,180064.545512037
2355,285202.188173899
2356,126227.646712785
2357,39709.9137107275
2358,167954.704146117
2359,68056.8278599922
2360,602083.671574138
2361,504245.278250545
2362,529867.458356866
2363,342249.16307407
2364,244960.938431029
2365,160303.281513281
2366,512023.01821231
2367,219672.69411034
2368,315731.355749606
2369,297389.306677979
2370,148098.251828225
2371,116449.081473389
2372,51859.9607034116
2373,239042.230226521
2374,14017.9284112197
2375,110935.223612834
2376,306342.716086683
2377,208265.913355295
2378,91478.513209273
2379,49691.1544967062
2380,87142.7512605567
2381,267340.139625833
2382,377564.781902834
2383,173824.141615833
2384,245110.39736404
2385,57073.7980335579
2386,215954.662059211
2387,626010.968843585
2388,315506.38674016
2389,399272.185739521
2390,275500.511704497
2391,758586.222721945
2392,613823.195664951
2393,312526.830458248
2394,481735.434643566
2395,226396.22407197
2396,307924.587272248
2397,268662.241350361
2398,302077.526150202
2399,344500.993158257
2400,45865.2990059515
2401,150808.165382512
2402,129366.688438416
2403,845103.148705816
2404,717227.918532324
2405,461921.711106463
2406,182957.307064953
2407,792299.812875941
2408,323174.789947356
2409,63182.6517174813
2410,187229.037653479
2411,243446.349572362
2412,90569.3314190667
2413,121364.677035589
2414,317357.615742492
2415,296805.946455101
2416,244226.868383351
2417,328454.136216588
2418,376855.949017714
2419,83573.2261123488
2420,639874.313661736
2421,430439.667112447
2422,69474.5276956329
2423,63401.7671856282
2424,253977.417145526
2425,158992.264025513
2426,112315.19342524
2427,327851.019068308
2428,423253.359731239
2429,455847.238392464
2430,453936.157070627
2431,238823.629720193
2432,314846.340129952
2433,652130.275451864
2434,524220.747212518
2435,309291.018584637
2436,220173.780232393
2437,515133.955093455
2438,24308.5284033653
2439,633943.595259527
2440,204077.385450701
2441,100969.235491737
2442,190214.592807911
2443,574319.307565752
2444,259080.899500629
2445,227985.876649417
2446,137952.03620503
2447,393151.030269618
2448,301729.671007368
2449,288011.133267547
2450,211521.612049655
2451,313470.640974926
2452,157490.002605059
2453,215070.452299291
2454,174124.195627413
2455,221180.531951484
2456,117569.768898574
2457,170043.662367864
2458,68449.9115516209
2459,341439.044717909
2460,406599.458052434
2461,164281.8598587
2462,472848.931689771
2463,283829.231948591
2464,114063.1335557
2465,369453.656602066
2466,225341.731204962
2467,564250.335178557
2468,211283.252062549
2469,253960.926218795
2470,215969.87613987
2471,596094.229692016
2472,272709.102519546
2473,73388.0556187903
2474,448026.752493886
2475,644312.774501757
2476,98784.3773212861
2477,351887.538856729
2478,222055.325888574
2479,315062.065624248
2480,53828.8436808667
2481,308253.776748019
2482,547591.427455314
2483,212778.575930138
2484,218915.943187105
2485,169644.051178705
2486,403509.73794758
2487,142653.985005749
2488,498346.496574224
2489,176067.186863699
2490,157746.464114207
2491,330661.836085993
2492,607086.838332603
2493,257315.689851622
2494,266635.846378183
2495,116191.169826059
2496,444733.488154745
2497,270861.344323687
2498,445838.421533223
2499,206525.74602747
2500,149388.82741015
2501,171340.519802265
2502,253969.606021346
2503,232455.858785904
2504,518791.495674961
2505,191416.341801819
2506,121041.986104468
2507,354940.505507733
2508,592683.798815136
2509,380800.345178884
2510,139624.974203496
2511,756224.423640048
2512,324048.795152026
2513,122096.050681311
2514,619822.175812452
2515,235448.993680797
2516,228276.303778464
2517,396381.861639779
2518,314013.672701295
2519,224058.990915316
2520,324106.34856312
2521,195880.624465374
2522,200674.696486227
2523,460245.812711087
2524,491124.729709344
2525,276617.066479991
2526,65533.4214002897
2527,375120.243827555
2528,354703.102313936
2529,205463.486971841
2530,199730.419352045
2531,325425.352832547
2532,312339.741377958
2533,331618.709894343
2534,945898.329453164
2535,208887.08972803
2536,499972.625308236
2537,295359.908307843
2538,478984.32444067
2539,110407.15372841
2540,126260.308920482
2541,244840.353806325
2542,217632.712479051
2543,361154.492474115
2544,400577.444064688
2545,106784.410494768
2546,304131.555574861
2547,-280.727707635891
2548,65021.4253217616
2549,550910.781644774
2550,134442.882492273
2551,105042.600416071
2552,61474.9775027444
2553,632430.374906497
2554,110769.258421329
2555,154678.782916513
2556,314069.393890046
2557,608376.556609524
2558,246905.806656108
2559,165610.725519099
2560,434761.046679936
2561,163582.824125367
2562,283461.630331102
2563,710742.558870743
2564,318665.292826642
2565,233490.409604479
2566,353754.09010332
2567,532459.578862544
2568,285139.02640419
2569,138447.301733582
2570,493977.14431348
2571,261497.387809058
2572,562733.909276891
2573,260253.900581214
2574,16462.9200586959
2575,271802.032280564
2576,170584.992786099
2577,562788.165101413
2578,92069.2382792797
2579,277836.529217626
2580,359921.309163731
2581,269997.784886507
2582,71012.4340583351
2583,204423.624793993
2584,99891.9112411294
2585,346070.52547312
2586,282958.512527256
2587,815903.783542039
2588,314839.74408201
2589,145984.760484472
2590,131574.653834485
2591,106519.131142583
2592,79605.6560418292
2593,112987.467886903
2594,239347.845304126
2595,215694.273371689
2596,124400.230032534
2597,141852.902713693
2598,496099.989239067
2599,292085.020991873
2600,601384.603122367
2601,218786.988453795
2602,393269.611212963
2603,214838.534839972
2604,200205.51703623
2605,345580.33136081
2606,124629.808758948
2607,84072.3160426111
2608,247352.001475289
2609,395203.497657057
2610,437122.333780863
2611,149948.7109704
2612,273234.900298868
2613,133714.005615513
2614,210606.351002765
2615,249208.493151555
2616,207350.558943131
2617,234563.14632493
2618,550574.14881525
2619,2247.89420567804
2620,98512.014576528
2621,243770.982527316
2622,279373.605541783
2623,225672.939311391
2624,558126.728679228
2625,465898.150919807
2626,101015.521952608
2627,607189.366995108
2628,302498.453913684
2629,205859.03607646
2630,59343.8433926974
2631,632218.708760113
2632,382527.985492588
2633,424872.107843421
2634,126136.148149356
2635,118295.872288845
2636,533313.64160724
2637,287885.67049107
2638,459397.939852494
2639,204682.325592866
2640,136558.393269814
2641,164193.568564716
2642,197659.874067879
2643,231509.386345894
2644,273068.584810108
2645,181583.459029946
2646,558601.388045896
2647,566448.59794095
2648,274836.841066908
2649,298424.059504911
2650,157017.974949672
2651,201075.418685999
2652,623845.130726406
2653,196452.503243192
2654,514551.747314407
2655,134198.337149085
2656,183275.003149962
2657,159075.973664104
2658,62352.9027410107
2659,714764.211521188
2660,136174.03632685
2661,265245.354834947
2662,569947.332382497
2663,179596.289461628
2664,139173.870391038
2665,259409.906339022
2666,236278.143940545
2667,137785.339907449
2668,386368.816738361
2669,145207.116695516
2670,238102.28635724
2671,276570.533905263
2672,423752.116547579
2673,183547.485240318
2674,125129.40162631
2675,145889.087743317
2676,392841.027548736
2677,352965.608928721
2678,250853.572992013
2679,180406.949313108
2680,176569.022704528
2681,67651.2216922246
2682,71638.8480748575
2683,540524.658780229
2684,289765.021293328
2685,132291.911780209
2686,184590.77899684
2687,239994.037510723
2688,74437.1730968733
2689,712251.529174748
2690,569749.216532111
2691,16775.5627583156
2692,542133.419770123
2693,205026.655077663
2694,63818.2382997029
2695,64319.5592987487
2696,506668.221241897
2697,561299.467232515
2698,306872.425055254
2699,694112.2159087
2700,537755.344401424
2701,119417.669391469
2702,345581.408766345
2703,190363.44184851
2704,37172.6101603741
2705,264882.805805312
2706,15468.2837438726
2707,649362.168826325
2708,102906.542845675
2709,310134.275222456
2710,230063.825928068
2711,520108.548355073
2712,248768.686734635
2713,235623.14324657
2714,271098.50968317
2715,345793.094053184
2716,140220.591661932
2717,332949.523275111
2718,225227.347898716
2719,718203.559362019
2720,267144.85887945
2721,299982.178083641
2722,814595.198313134
2723,610505.109279883
2724,226987.333332475
2725,34872.7254019058
2726,371004.259614869
2727,297760.422770337
2728,250114.261935733
2729,61958.8262022352
2730,366959.140404316
2731,294800.964070911
2732,265178.355674721
2733,104559.412504843
2734,143811.128083144
2735,274188.127142892
2736,137955.680620012
2737,539033.291015484
2738,404276.923876778
2739,229048.149565912
2740,321409.325642253
2741,331672.268231647
2742,67642.658499055
2743,328265.420067988
2744,373062.422792598
2745,23660.0131035501
2746,124657.057706834
2747,497391.568573717
2748,242376.446531241
2749,309948.822629432
2750,285130.271050289
2751,32526.1708514169
2752,690411.720445114
2753,791489.705807741
2754,195661.485214096
2755,354279.7676889
2756,327427.195651535
2757,48161.2751815579
2758,306250.891038164
2759,32368.9919306526
2760,231955.996190122
2761,116128.42458831
2762,209675.992235496
2763,213849.063705756
2764,249486.02396122
2765,220528.138961344
2766,699224.614409663
2767,262762.238929964
2768,536232.439718156
2769,179680.759964377
2770,341227.267889542
2771,278153.422820136
2772,220204.189456415
2773,181350.107189749
2774,297423.535306079
2775,52953.9672828151
2776,61756.6162857394
2777,143754.393380505
2778,1565350.19050009
2779,248313.655239675
2780,107105.20504177
2781,28474.5750051857
2782,388576.57620162
2783,212989.813009508
2784,329247.755053425
2785,585287.810620163
2786,188594.830263999
2787,204163.306307912
2788,314101.250788206
2789,297530.016561655
2790,528879.122757136
2791,378329.188781167
2792,695436.803764995
2793,74347.411882585
2794,93642.6993016274
2795,230657.161120264
2796,622355.885716393
2797,211979.773378221
2798,36125.8558746844
2799,189172.299720879
2800,180271.621474923
2801,118787.4472184
2802,278668.92359577
2803,675499.166893809
2804,-15011.0677222084
2805,651539.364134719
2806,461374.200334623
2807,444898.161898306
2808,383657.232011554
2809,148131.07062355
2810,409633.956142564
2811,230896.24890908
2812,98793.0657720726
2813,502672.918908006
2814,639595.905527378
2815,126474.25250197
2816,395614.437176644
2817,204324.717296308
2818,688343.785260056
2819,386812.817125477
2820,181448.065097601
2821,153548.48622628
2822,160895.364192917
2823,394600.068686104
2824,890543.647499702
2825,301056.510994676
2826,121490.898291276
2827,109826.577402292
2828,332149.445451381
2829,131043.147648302
2830,566674.37795593
2831,64688.0638098498
2832,128984.91803842
2833,517155.527744393
2834,386216.232563664
2835,132868.591875752
2836,197866.527581774
2837,239209.06144059
2838,458717.404573092
2839,212712.049969109
2840,318871.566840282
2841,266314.865879731
2842,315969.581870143
2843,231595.430297948
2844,80160.7698943809
2845,359337.586706131
2846,188288.397058079
2847,217032.323599661
2848,159333.772113343
2849,79810.7617160965
2850,253280.661964821
2851,648797.848085428
2852,74997.6684426646
2853,285728.32273429
2854,83831.1221438392
2855,119838.39611381
2856,238806.652337575
2857,157966.189849928
2858,62384.4666295443
2859,245960.689166146
2860,67163.1049324961
2861,143447.374667795
2862,250267.599774382
2863,39383.4192291988
2864,215194.601851696
2865,231832.352660181
2866,497890.524648489
2867,314173.414151142
2868,128265.015436838
2869,247359.157574708
2870,305711.921755424
2871,854367.180440267
2872,333537.604159773
2873,500202.653699163
2874,191815.59258339
2875,219301.785369094
2876,328967.313153322
2877,173323.311122461
2878,256958.917941887
2879,297756.790623439
2880,79314.5245582912
2881,134812.539504534
2882,283906.01227087
2883,121932.709578487
2884,93185.9071003567
2885,150126.725292827
2886,462444.688277442
2887,659846.891545873
2888,516896.839373511
2889,563203.609808096
2890,203428.211010964
2891,159816.250113292
2892,216938.813753685
2893,80549.4858945895
2894,101484.489357882
2895,59049.448262317
2896,89968.5005505417
2897,325809.474340626
2898,740120.163539199
2899,411835.603119829
2900,263974.557173582
2901,461224.729132931
2902,115614.71254609
2903,111258.635142379
2904,498836.628863472
2905,485169.474733608
2906,298370.963900487
2907,101079.14660316
2908,287995.844869952
2909,303594.100956228
2910,158524.327880633
2911,235497.326513486
2912,9642.1700058725
2913,305578.613548942
2914,311356.826122122
2915,485351.518707319
2916,188093.038521238
2917,194332.373103591
2918,283820.27965974
2919,162533.908079591
2920,155744.940569356
2921,95524.8839999548
2922,513591.574622392
2923,347752.958409369
2924,111414.04900082
2925,47583.3595974735
2926,206558.862196436
2927,158139.332429265
2928,343184.239124591
2929,106013.890412785
2930,277803.55869748
2931,-6691.71651462581
2932,257848.923491297
2933,210512.830734594
2934,687089.938454531
2935,221180.531951484
2936,105686.036508436
2937,579040.237869003
2938,332918.043157879
2939,510863.897814042
2940,200441.348772529
2941,133100.891889933
2942,294725.759318577
2943,131257.205477599
2944,302638.589852749
2945,280972.51209183
2946,364100.018427697
2947,204489.422295206
2948,278265.123985146
2949,252972.156978898
2950,350377.489328317
2951,294604.840974767
2952,782583.216572772
2953,203872.983932473
2954,621623.541663652
2955,198895.195526811
2956,149383.65481659
2957,285111.70844578
2958,123621.542676047
2959,194148.047849651
2960,310334.802926769
2961,196717.350706051
2962,240993.717959724
2963,280133.19827882
2964,327282.248053575
2965,508366.201631231
2966,310993.615506908
2967,392062.408538995
2968,89444.6505780757
2969,140578.493950474
2970,175662.391054473
2971,289628.895076969
2972,305009.955338408
2973,405112.341849232
2974,47391.9120531503
2975,214941.278456429
2976,398587.075555458
2977,371549.137492364
2978,111460.05664922
2979,60544.2872237117
2980,337262.505886555
2981,123024.924008758
2982,266656.687470296
2983,52670.1360238268
2984,185410.157470016
2985,423073.383424874
2986,208744.905875388
2987,272637.705863021
2988,334685.378474713
2989,448697.271994322
2990,45692.5463571113
2991,446892.412843758
2992,163963.410469606
2993,344181.71471681
2994,203953.486090654
2995,580543.719715488
2996,679990.850858769
2997,226911.34874846
2998,366318.141256457
2999,856318.952467376
3000,433325.174069876
3001,294445.834832694
3002,338216.249262657
3003,182962.842087447
3004,570560.857250677
3005,123853.194952688
3006,43691.6336275923
3007,568512.034282403
3008,333663.047159948
3009,392444.616788069
3010,-13641.1583375415
3011,473940.771712817
3012,120744.352554158
3013,282639.185115326
3014,21377.3202735791
3015,557033.114283774
3016,189658.868865473
3017,76135.6061432644
3018,214622.982780057
3019,145545.291484388
3020,463710.535419804
3021,490238.808985852
3022,378530.514749743
3023,112599.040914062
3024,184046.687745751
3025,265064.662036169
3026,1063633.11521872
3027,43543.4994337379
3028,438785.159909899
3029,236137.323489302
3030,95487.975149903
3031,291676.464793257
3032,222497.998841034
3033,157663.678475547
3034,527899.334717794
3035,148145.345929117
3036,78278.8949753325
3037,46460.0531012914
3038,285173.512025052
3039,139948.083495636
3040,234432.22304635
3041,219567.639871673
3042,57908.0984950026
3043,245590.460876087
3044,970465.474550829
3045,84254.7095205256
3046,125416.822468326
3047,250860.654651773
3048,299663.978477748
3049,348066.925111901
3050,739226.712333183
3051,147993.107765817
3052,136671.218946175
3053,289388.97132837
3054,426266.805338253
3055,379993.768010746
3056,686534.595410051
3057,339396.645652156
3058,202718.724492973
3059,575558.397351998
3060,177212.802571711
3061,105638.690498641
3062,381568.063834243
3063,359678.831341173
3064,125681.619384575
3065,186311.831645542
3066,206924.547790146
3067,273706.396447817
3068,352907.293836894
3069,49426.4431519547
3070,16936.6993193282
3071,192246.113428756
3072,88831.9736379106
3073,497116.29104691
3074,72448.0786494089
3075,624218.564253521
3076,112011.963368573
3077,566602.64585426
3078,334071.207907653
3079,324252.346334463
3080,385803.393329071
3081,355318.011507825
3082,272083.47004777
3083,326048.867073006
3084,378460.615831407
3085,298911.868416388
3086,198293.983052349
3087,198879.182227693
3088,652131.317623544
3089,125978.227243039
3090,73039.8430083131
3091,858359.998306293
3092,191842.80212382
3093,198610.210263848
3094,263629.751700316
3095,319998.524610983
3096,121595.621070635
3097,348585.453801469
3098,523894.948260761
3099,209403.92084733
3100,226275.155219903
3101,180190.995652231
3102,24420.9713540461
3103,305914.984389064
3104,478229.567384262
3105,459508.91272636
3106,289115.751897743
3107,248568.001154908
3108,275353.30461371
3109,337993.413946251
3110,350787.308091057
3111,247527.027943808
3112,593150.323528859
3113,670059.59588713
3114,252801.261026608
3115,170494.022722612
3116,247306.743086705
3117,490709.171446678
3118,316455.425141786
3119,220590.136416166
3120,351087.753323065
3121,447397.22803116
3122,107055.026900872
3123,303598.745728209
3124,256198.9584903
3125,196051.794309754
3126,846150.092910205
3127,284073.602595325
3128,384117.073848753
3129,167891.873344961
3130,524049.760751441
3131,235551.267404505
3132,298179.791139409
3133,491530.022689938
3134,345840.896170297
3135,359685.608939014
3136,272482.038078918
3137,282716.72720041
3138,473032.516927383
3139,196549.261789607
3140,243985.454148942
3141,103446.315313331
3142,431434.075535669
3143,51370.4080692246
3144,105508.372273168
3145,156815.677063281
3146,253475.618039866
3147,422181.490230141
3148,274435.799910652
3149,110004.363009629
3150,99182.8334853647
3151,126446.422345911
3152,195407.603297838
3153,149363.100526951
3154,273223.146697234
3155,128886.824305007
3156,251139.358711207
3157,374342.913869961
3158,194379.537066809
3159,69655.9551450814
3160,450602.088559818
3161,248140.625287722
3162,247808.829456772
3163,387716.492173111
3164,272683.446845681
3165,167316.928813677
3166,37740.7578768094
3167,637216.386518708
3168,466051.059402771
3169,290934.619353335
3170,180359.900529684
3171,296310.504115229
3172,207052.112002285
3173,119483.072576762
3174,169256.015451161
3175,127437.309021826
3176,182861.405511237
3177,327473.680458887
3178,265532.954467535
3179,117844.026872925
3180,100023.275962336
3181,131244.308925803
3182,269428.111529094
3183,76015.5813379264
3184,485021.698241
3185,82927.3983030715
3186,379522.668183602
3187,231760.272254655
3188,161981.219918721
3189,217683.557087238
3190,117802.836511225
3191,658171.369672837
3192,232855.962990563
3193,420321.663815387
3194,295437.443980328
3195,141566.896550341
3196,331912.079557009
3197,546747.811003721
3198,224822.353027815
3199,177932.324284968
3200,112632.929805847
3201,227405.676185742
3202,630759.690317204
3203,557996.904362562
3204,579750.303731094
3205,269079.396615205
3206,267538.554244749
3207,900350.350438656
3208,122192.814241796
3209,370717.698602472
3210,419293.073965379
3211,174703.516789559
3212,-95.6724970058112
3213,291458.724927564
3214,284604.83981439
3215,32243.8597009838
3216,187468.846027116
3217,499250.560665261
3218,325903.010594277
3219,578861.302895757
3220,156315.505891701
3221,262980.089267995
3222,334867.185854088
3223,320808.539835624
3224,215102.743997624
3225,313778.788941354
3226,162716.43883494
3227,18017.3178015081
3228,764732.936685009
3229,171502.639913557
3230,155366.94690021
3231,211121.085848845
3232,247995.308578197
3233,224747.810994809
3234,189190.221689315
3235,148464.841139178
3236,123602.763103962
3237,311103.381193687
3238,678767.589580138
3239,160893.188156515
3240,147116.339340743
3241,1335518.14315019
3242,613472.873789875
3243,370462.955722763
3244,117345.667945244
3245,236403.505941141
3246,361752.492048863
3247,439826.992924312
3248,437731.446157948
3249,516549.081210674
3250,-15650.674785927
3251,246270.376755212
3252,743492.687688294
3253,138325.689455676
3254,546051.05221603
3255,-17223.3922172421
3256,263509.041054469
3257,480736.089697435
3258,664167.38040629
3259,152976.227616824
3260,247073.605823085
3261,420235.406842552
3262,358773.585928344
3263,155768.628971933
3264,317235.809953623
3265,91093.218934583
3266,186699.811672924
3267,612621.475815112
3268,266924.911536629
3269,611299.644411865
3270,386605.615100579
3271,588412.196662072
3272,470223.046478241
3273,94289.9460487042
3274,221840.305565067
3275,87115.0318818552
3276,579371.684183046
3277,274875.609856592
3278,157500.559678801
3279,303962.056102646
3280,295502.745960302
3281,264010.780083447
3282,361098.420694845
3283,214677.505727692
3284,176095.292049232
3285,83556.6021093719
3286,457723.940824898
3287,171417.259394288
3288,183846.637202577
3289,365487.453065625
3290,213538.304044489
3291,332920.51984243
3292,411912.897172582
3293,97603.1727439653
3294,193317.544354466
3295,135875.298618646
3296,407398.931496377
3297,441044.720926326
3298,97764.7154103475
3299,118140.907843124
3300,47438.7902834072
3301,241842.771257603
3302,206246.442335051
3303,144570.630968408
3304,351190.169896127
3305,95299.2856839428
3306,183098.220052119
3307,173246.08047931
3308,48991.8898584446
3309,95579.517291009
3310,102752.186465492
3311,362905.752644493
3312,140222.430484839
3313,140359.535054964
3314,210171.927872762
3315,175921.843417981
3316,175656.059495771
3317,201296.956098941
3318,148939.90424136
3319,215253.953609022
3320,174401.110492822
3321,334098.07060114
3322,81891.7544307498
3323,434051.504454097
3324,192488.945496206
3325,330626.831629699
3326,72613.4361748645
3327,188119.710142275
3328,198693.184716781
3329,356624.542491096
3330,501372.319131849
3331,261111.656158376
3332,461972.046950289
3333,174256.653515965
3334,233729.23386078
3335,570131.811080058
3336,277110.934551845
3337,391610.562312991
3338,154800.665542177
3339,188429.391804116
3340,108144.74686792
3341,22689.3900803221
3342,175499.822909524
3343,427498.205164757
3344,347973.10020094
3345,39157.1263297506
3346,165538.18378604
3347,225260.978383093
3348,148106.160032448
3349,154565.990096172
3350,155722.165883109
3351,383974.391239013
3352,184722.371758831
3353,105178.824190563
3354,693.674807530771
3355,62281.1206108924
3356,72341.3181597432
3357,185525.589080012
3358,164328.374347591
3359,101931.481765828
3360,515115.044172196
3361,231774.076736506
3362,402734.753532425
3363,237709.222999769
3364,216938.329565506
3365,99834.4528742577
3366,481989.679136141
3367,864436.198069452
3368,199530.672593727
3369,171816.443453998
3370,525290.023541951
3371,54431.666998412
3372,197561.328265786
3373,106478.679145699
3374,293118.116495749
3375,255181.600652006
3376,209177.018033171
3377,676609.312500944
3378,266363.340833838
3379,420502.444409473
3380,119552.331050414
3381,634602.141027202
3382,156642.867609065
3383,241267.565388459
3384,413128.982531834
3385,287635.592988699
3386,26117.008283712
3387,227720.436385129
3388,878892.381765949
3389,117854.759570572
3390,257149.458221159
3391,399847.324554501
3392,509759.751740984
3393,487851.0048169
3394,315906.482799722
3395,196763.446627535
3396,399277.204984334
3397,141179.086008546
3398,254385.778543167
3399,375492.89406449
3400,333161.020042888
3401,258296.712397552
3402,125917.282033423
3403,355682.395541346
3404,105685.126822987
3405,264994.21590991
3406,97016.5701205415
3407,387853.032743105
3408,177257.888141478
3409,378775.512471118
3410,145634.700132631
3411,165641.102657953
3412,104053.939054699
3413,301570.806526508
3414,155389.875511926
3415,173308.636982187
3416,239853.313932917
3417,219745.685682216
3418,350423.222074385
3419,60378.1567492688
3420,199142.740023077
3421,174620.622425506
3422,222284.58495871
3423,214515.338533662
3424,108611.039896059
3425,131614.820283412
3426,59725.2623833969
3427,79828.2140040191
3428,157676.45788654
3429,170326.95812338
3430,198054.69266325
3431,686119.066425887
3432,105156.13342982
3433,292948.152609291
3434,174280.21259876
3435,421932.272683457
3436,694294.946642216
3437,165168.896970407
3438,231496.197335493
3439,282942.313060265
3440,359885.183145761
3441,86582.6586079211
3442,156645.747142674
3443,240853.198736207
3444,463149.710077334
3445,302501.259715736
3446,384389.060077685
3447,449681.826579425
3448,272941.326484907
3449,132574.189223644
3450,291908.526243255
3451,98991.9487208799
3452,137163.372098555
3453,610581.497463143
3454,697544.92864973
3455,234991.462306431
3456,246161.976029768
3457,505025.371272895
3458,157306.315802299
3459,98884.6518928431
3460,374240.479166993
3461,290027.943707324
3462,36031.0850061279
3463,26406.9913516121
3464,461662.899927147
3465,236567.29361231
3466,449367.407067362
3467,170469.234730207
3468,159760.496314784
3469,130296.072174961
3470,284728.002376333
3471,233490.952742041
3472,326661.353136647
3473,488863.78229936
3474,72149.2970141887
3475,90616.7158755717
3476,145747.259715885
3477,20181.8684585298
3478,423059.84643915
3479,74535.6610742802
3480,210171.315626571
3481,257675.463359036
3482,623745.089156251
3483,209634.771605517
3484,154175.157338525
3485,380926.881031655
3486,259423.244013413
3487,420796.662111782
3488,28854.7775582605
3489,306345.130590657
3490,304013.321046667
3491,665685.590093835
3492,213161.615074782
3493,470755.629840239
3494,414347.795504749
